Ident,Grade,Salary,Job Fxn Group,F1,F2,F3,F4,F5,F6,F7,F8,F9,Level Descr,L1,L2,L3,L4,L5,L6,L7,L8,Gender,Reten,Ethnic Group,Minority,P2,P1,Yrs of Service,Service Cat,S1,S2,S3,S4,EE Age,Age Cat,Yrs in Job,LevDescN,ServCatN,PerfN
656950,015,224500,IT,0,0,0,0,0,1,0,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,ASIAN,1,0,0,6.3,5 up to 8,0,1,0,0,45,1,0.916666667,9,3,1
656970,011,78525,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,HISPA,1,1,0,6.3,5 up to 8,0,1,0,0,30,0,0.25,5,3,2
656973,011,82713,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,6.3,5 up to 8,0,1,0,0,29,0,1.25,5,3,2
656974,010,70632,R&I,0,0,0,0,0,0,1,0,0,Professional,1,0,0,0,0,0,0,0,0,0,BLACK,1,0,0,6.3,5 up to 8,0,1,0,0,34,0,4.25,2,3,1
657025,011,80619,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,6.3,5 up to 8,0,1,0,0,37,0,1.25,5,3,2
657065,011,87948,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,BLACK,1,0,0,4.5,3 up to 5,1,0,0,0,32,0,0.833333333,5,2,1
657128,013,107170,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,0,0,6.3,5 up to 8,0,1,0,0,32,0,0.583333333,7,3,1
657135,011,116217,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,6.3,5 up to 8,0,1,0,0,58,1,6.25,5,3,1
657170,009,66200,SuppChain,0,0,0,1,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,0,0,WHITE,0,1,0,6.3,5 up to 8,0,1,0,0,48,1,4.5,3,3,2
657336,014,181650,SuppChain,0,0,0,1,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,1,4.6,3 up to 5,1,0,0,0,41,1,2.333333333,8,2,3
657353,013,119418,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,6.3,5 up to 8,0,1,0,0,38,0,0.25,7,3,2
657461,014,165200,Digital,0,0,0,0,0,0,0,0,1,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,0,0,6.2,5 up to 8,0,1,0,0,39,0,0.25,8,3,1
657525,008,53720,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,5.4,5 up to 8,0,1,0,0,42,1,1.916666667,1,3,2
657529,010,72376,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,1,0,6.2,5 up to 8,0,1,0,0,33,0,6.166666667,2,3,2
657560,012,116808,Sales Sup,0,1,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,6.2,5 up to 8,0,1,0,0,67,1,2.25,6,3,1
657606,011,86901,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,6.1,5 up to 8,0,1,0,0,34,0,4.083333333,5,3,1
657649,015,215000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,1,0,6.1,5 up to 8,0,1,0,0,48,1,3.75,9,3,2
657696,011,71196,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,4.5,3 up to 5,1,0,0,0,29,0,1.25,5,2,2
657716,013,115000,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,5.1,5 up to 8,0,1,0,0,28,0,0.416666667,7,3,2
657717,011,76431,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,27,0,2,5,3,2
657767,012,76616,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,ASIAN,1,1,0,6.1,5 up to 8,0,1,0,0,34,0,2.75,6,3,2
657798,012,135648,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,WHITE,0,0,0,6.1,5 up to 8,0,1,0,0,44,1,6.083333333,6,3,1
657846,013,133197,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,1,0,6.0,5 up to 8,0,1,0,0,51,1,2.666666667,7,3,2
657853,013,107170,SuppChain,0,0,0,1,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,HISPA,1,0,0,6.0,5 up to 8,0,1,0,0,40,0,1.416666667,7,3,1
657857,015,248450,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,1,1,WHITE,0,0,0,6.1,5 up to 8,0,1,0,0,41,1,0.833333333,9,3,1
657937,014,170000,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,0,0,6.0,5 up to 8,0,1,0,0,35,0,1.583333333,8,3,1
657996,011,123546,IT,0,0,0,0,0,1,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,6.0,5 up to 8,0,1,0,0,39,0,6,5,3,1
658017,011,86901,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,5.2,5 up to 8,0,1,0,0,30,0,0.75,5,3,2
658021,014,155500,Digital,0,0,0,0,0,0,0,0,1,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,HISPA,1,0,0,6.0,5 up to 8,0,1,0,0,39,0,0.75,8,3,1
658056,015,217850,Mfg,0,0,0,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,ASIAN,1,1,0,6.0,5 up to 8,0,1,0,0,38,0,1.25,9,3,2
658077,011,73290,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,PACIF,1,0,0,6.0,5 up to 8,0,1,0,0,43,1,3.833333333,5,3,1
658097,011,75384,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,4.3,3 up to 5,1,0,0,0,31,0,2.25,5,2,1
658132,007,61525,Fin & Acct,0,0,0,0,1,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,5.3,5 up to 8,0,1,0,0,54,1,2,1,3,1
658145,013,93391,Sales Sup,0,1,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,1,0,5.9,5 up to 8,0,1,0,0,41,1,2.75,7,3,2
658161,012,91688,Sales Sup,0,1,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,ASIAN,1,1,0,5.9,5 up to 8,0,1,0,0,32,0,1.166666667,6,3,2
658180,011,79572,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,0,0,4.8,3 up to 5,1,0,0,0,26,0,0.416666667,5,2,1
658210,015,200000,Mktg,0,0,0,0,0,0,0,1,0,Vice President,0,0,0,0,0,0,0,1,1,1,WHITE,0,1,0,5.9,5 up to 8,0,1,0,0,35,0,1.916666667,9,3,2
658226,014,183500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,5.9,5 up to 8,0,1,0,0,34,0,2.666666667,8,3,2
658250,012,80384,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,WHITE,0,0,0,5.9,5 up to 8,0,1,0,0,31,0,2.25,6,3,1
658321,011,75400,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,0,0,5.9,5 up to 8,0,1,0,0,49,1,0.583333333,5,3,1
658347,011,88995,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,4.8,3 up to 5,1,0,0,0,26,0,0.666666667,5,2,2
658348,011,79572,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,WHITE,0,1,0,4.8,3 up to 5,1,0,0,0,27,0,0.5,5,2,2
658393,012,114296,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,ASIAN,1,0,0,5.9,5 up to 8,0,1,0,0,42,1,1.25,6,3,1
658395,014,165250,R&I,0,0,0,0,0,0,1,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,ASIAN,1,1,0,5.9,5 up to 8,0,1,0,0,45,1,0.25,8,3,2
658403,011,94230,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,5.9,5 up to 8,0,1,0,0,30,0,2.916666667,5,3,2
658448,011,84807,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,ASIAN,1,0,0,0.8,0 up to 3,0,0,0,0,29,0,0.75,5,1,1
658449,011,83760,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,5.9,5 up to 8,0,1,0,0,28,0,0.583333333,5,3,2
658462,009,56706,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,ASIAN,1,0,0,5.8,5 up to 8,0,1,0,0,31,0,2.333333333,1,3,1
658466,011,84807,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,4.7,3 up to 5,1,0,0,0,26,0,2,5,2,2
658501,014,166000,IT,0,0,0,0,0,1,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,ASIAN,1,0,1,5.8,5 up to 8,0,1,0,0,48,1,0.25,8,3,3
658574,007,49234,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,BLACK,1,0,0,4.8,3 up to 5,1,0,0,0,35,0,1.833333333,1,2,1
658576,011,83760,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,1,BLACK,1,1,0,4.7,3 up to 5,1,0,0,0,27,0,1.75,5,2,2
658583,011,76431,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,28,0,2.583333333,5,3,2
658635,013,127073,Digital,0,0,0,0,0,0,0,0,1,Director,0,0,0,0,0,1,0,0,1,1,HISPA,1,0,0,4.8,3 up to 5,1,0,0,0,39,0,1.25,7,2,1
658650,011,85854,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,39,0,5.833333333,5,3,1
658655,013,94922,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,ASIAN,1,1,0,4.7,3 up to 5,1,0,0,0,26,0,1.25,7,2,2
658672,013,99515,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,4.6,3 up to 5,1,0,0,0,27,0,1.25,7,2,2
658675,014,158500,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,TWO,1,1,0,4.6,3 up to 5,1,0,0,0,35,0,0.25,8,2,2
658717,012,124344,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,58,1,3.75,6,3,2
658725,011,83760,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,BLACK,1,1,0,3.7,3 up to 5,1,0,0,0,26,0,0.166666667,5,2,2
658735,015,200000,Digital,0,0,0,0,0,0,0,0,1,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,37,0,0.5,9,3,1
658782,015,249000,Digital,0,0,0,0,0,0,0,0,1,Vice President,0,0,0,0,0,0,0,1,0,1,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,43,1,5.833333333,9,3,1
658784,012,104248,Mfg,0,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,28,0,0.25,6,3,2
658785,013,130135,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,BLACK,1,1,0,2.3,0 up to 3,0,0,0,0,31,0,2.333333333,7,1,2
658793,011,97371,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,ASIAN,1,1,0,5.8,5 up to 8,0,1,0,0,28,0,2.25,5,3,2
658803,011,86901,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,4.7,3 up to 5,1,0,0,0,27,0,1.25,5,2,2
658814,011,91089,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,0,5.2,5 up to 8,0,1,0,0,28,0,0.166666667,5,3,1
658815,014,162000,Digital,0,0,0,0,0,0,0,0,1,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,HISPA,1,1,0,4.6,3 up to 5,1,0,0,0,33,0,0.25,8,2,2
658839,013,120000,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,28,0,0.25,7,3,2
658865,013,87267,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,35,0,1.25,7,3,2
658891,012,89176,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,31,0,0.25,6,3,2
658902,010,89816,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,50,1,1.166666667,2,3,1
658942,011,72243,Digital,0,0,0,0,0,0,0,0,1,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,0,3.8,3 up to 5,1,0,0,0,26,0,2,5,2,1
658959,014,179000,Digital,0,0,0,0,0,0,0,0,1,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,34,0,1.75,8,3,2
658964,011,94230,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,40,0,2.583333333,5,3,2
658993,012,99224,Mfg,0,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,31,0,0.5,6,3,2
658997,010,56680,Mktg,0,0,0,0,0,0,0,1,0,Assistant Manager,0,0,1,0,0,0,0,0,0,0,WHITE,0,0,0,4.8,3 up to 5,1,0,0,0,27,0,2.25,4,2,1
659016,011,83760,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,BLACK,1,1,0,4.7,3 up to 5,1,0,0,0,27,0,1.916666667,5,2,2
659028,007,42557,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,3.4,3 up to 5,1,0,0,0,25,0,3.416666667,1,2,1
659033,008,46030,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,39,0,2.25,1,3,2
659042,011,88250,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,WHITE,0,0,0,5.7,5 up to 8,0,1,0,0,28,0,0.416666667,5,3,1
659054,014,130000,Gen Admin,1,0,0,0,0,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,34,0,1.75,8,3,2
659059,010,79352,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,31,0,0.916666667,2,3,1
659065,011,77478,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,27,0,0.25,5,3,2
659068,011,80619,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,ASIAN,1,0,0,4.8,3 up to 5,1,0,0,0,27,0,0.75,5,2,1
659085,011,82713,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,4.7,3 up to 5,1,0,0,0,26,0,0.5,5,2,1
659101,011,87948,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,4.7,3 up to 5,1,0,0,0,26,0,0.833333333,5,2,2
659121,011,73290,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,7.7,5 up to 8,0,1,0,0,34,0,1.25,5,3,1
659175,012,99224,HR,0,0,1,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,37,0,2.75,6,3,1
659195,013,88798,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,29,0,0.25,7,3,2
659199,011,87948,SuppChain,0,0,0,1,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,1,4.8,3 up to 5,1,0,0,0,26,0,0.416666667,5,2,3
659207,014,170350,Fin & Acct,0,0,0,0,1,0,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,1,HISPA,1,0,0,5.7,5 up to 8,0,1,0,0,36,0,1.25,8,3,1
659208,010,71504,Mfg,0,0,0,0,0,0,0,0,0,Professional,1,0,0,0,0,0,0,0,0,0,ASIAN,1,1,0,5.8,5 up to 8,0,1,0,0,34,0,1.25,2,3,2
659215,011,81666,HR,0,0,1,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,0,0,5.1,5 up to 8,0,1,0,0,28,0,1.75,5,3,1
659247,010,58424,HR,0,0,1,0,0,0,0,0,0,Assistant Manager,0,0,1,0,0,0,0,0,0,1,WHITE,0,1,0,3.6,3 up to 5,1,0,0,0,25,0,1.166666667,4,2,2
659282,011,82713,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,1,BLACK,1,0,0,4.2,3 up to 5,1,0,0,0,27,0,1.166666667,5,2,1
659309,014,174500,IT,0,0,0,0,0,1,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,0,1,5.8,5 up to 8,0,1,0,0,35,0,2.916666667,8,3,3
659312,013,91860,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,4.8,3 up to 5,1,0,0,0,27,0,0.25,7,2,2
659318,011,82713,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,0,0,1.5,0 up to 3,0,0,0,0,27,0,1.25,5,1,1
659367,011,75384,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,1,HISPA,1,0,0,4.8,3 up to 5,1,0,0,0,29,0,1.75,5,2,1
659377,012,101736,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,30,0,0.083333333,6,3,1
659398,013,120949,HR,0,0,1,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,WHITE,0,1,0,5.7,5 up to 8,0,1,0,0,37,0,1.75,7,3,2
659420,011,61773,Mktg,0,0,0,0,0,0,0,1,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,0,0,5.8,5 up to 8,0,1,0,0,42,1,2.25,5,3,1
659429,015,267500,Digital,0,0,0,0,0,0,0,0,1,Vice President,0,0,0,0,0,0,0,1,0,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,44,1,5.75,9,3,1
659449,011,93183,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,32,0,3.833333333,5,3,2
659450,012,104248,Sales Sup,0,1,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,0,WHITE,0,1,0,5.8,5 up to 8,0,1,0,0,42,1,2.75,6,3,2
659463,012,94200,Digital,0,0,0,0,0,0,0,0,1,Senior Manager,0,0,0,0,1,0,0,0,0,1,WHITE,0,1,0,2.9,0 up to 3,0,0,0,0,30,0,1.25,6,1,2
659479,015,211300,R&I,0,0,0,0,0,0,1,0,0,Vice President,0,0,0,0,0,0,0,1,1,1,ASIAN,1,1,0,5.8,5 up to 8,0,1,0,0,46,1,5.75,9,3,2
659517,010,63656,Fin & Acct,0,0,0,0,1,0,0,0,0,Professional,1,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,5.8,5 up to 8,0,1,0,0,30,0,2,2,3,1
659559,011,92136,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,1,1,ASIAN,1,0,1,5.8,5 up to 8,0,1,0,0,27,0,1.25,5,3,3
659572,012,110528,Mfg,0,0,0,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,BLACK,1,1,0,5.7,5 up to 8,0,1,0,0,33,0,2.25,6,3,2
659577,011,91089,Sales Sup,0,1,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,HISPA,1,1,0,5.8,5 up to 8,0,1,0,0,51,1,5.75,5,3,2
659603,013,114825,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,5.7,5 up to 8,0,1,0,0,35,0,3.083333333,7,3,2
659698,011,84807,Mfg,0,0,0,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,BLACK,1,0,0,5.7,5 up to 8,0,1,0,0,28,0,1.75,5,3,1
659719,012,100000,Fin & Acct,0,0,0,0,1,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,WHITE,0,1,0,5.7,5 up to 8,0,1,0,0,29,0,0,6,3,2
659727,012,90432,Mktg,0,0,0,0,0,0,0,1,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,HISPA,1,0,1,4.0,3 up to 5,1,0,0,0,30,0,0.25,6,2,3
659743,013,116356,IT,0,0,0,0,0,1,0,0,0,Director,0,0,0,0,0,1,0,0,0,0,ASIAN,1,1,0,5.7,5 up to 8,0,1,0,0,36,0,3.25,7,3,2
659809,009,56706,Mktg,0,0,0,0,0,0,0,1,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,HISPA,1,0,0,5.7,5 up to 8,0,1,0,0,38,0,5.666666667,1,3,1
659822,009,79400,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,0,0,WHITE,0,1,0,5.7,5 up to 8,0,1,0,0,31,0,2.416666667,1,3,2
659865,015,210000,Mfg,0,0,0,0,0,0,0,0,0,Vice President,0,0,0,0,0,0,0,1,0,1,HISPA,1,0,1,5.7,5 up to 8,0,1,0,0,32,0,0,9,3,3
659899,011,76431,HR,0,0,1,0,0,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,WHITE,0,1,0,5.0,5 up to 8,0,1,0,0,27,0,1.25,5,3,2
659931,013,107170,Mktg,0,0,0,0,0,0,0,1,0,Director,0,0,0,0,0,1,0,0,0,1,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,29,0,0.666666667,7,3,2
659996,014,191500,IT,0,0,0,0,0,1,0,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,0,5.6,5 up to 8,0,1,0,0,44,1,2.833333333,8,3,1
659999,011,86901,R&I,0,0,0,0,0,0,1,0,0,Manager,0,0,0,1,0,0,0,0,0,1,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,34,0,0.75,5,3,2
660073,012,87920,HR,0,0,1,0,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,0,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,46,1,0.25,6,3,2
660118,012,89176,R&I,0,0,0,0,0,0,1,0,0,Senior Manager,0,0,0,0,1,0,0,0,0,1,ASIAN,1,1,0,5.6,5 up to 8,0,1,0,0,34,0,0.25,6,3,2
660137,009,58650,Mfg,0,0,0,0,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,1,0,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,29,0,2.083333333,3,3,2
660173,014,173200,Mktg,0,0,0,0,0,0,0,1,0,Assistant Vice President,0,0,0,0,0,0,1,0,0,1,WHITE,0,1,0,5.5,5 up to 8,0,1,0,0,39,0,1.25,8,3,2
660178,012,106500,SuppChain,0,0,0,1,0,0,0,0,0,Senior Manager,0,0,0,0,1,0,0,0,1,1,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,47,1,1.75,6,3,2
660211,014,164000,R&I,0,0,0,0,0,0,1,0,0,Assistant Vice President,0,0,0,0,0,0,1,0,1,0,WHITE,0,0,1,5.6,5 up to 8,0,1,0,0,59,1,2.25,8,3,3
660223,013,130135,Fin & Acct,0,0,0,0,1,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,1,WHITE,0,1,0,5.6,5 up to 8,0,1,0,0,34,0,0.333333333,7,3,2
660246,007,35075,SuppChain,0,0,0,1,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,ASIAN,1,0,0,5.6,5 up to 8,0,1,0,0,47,1,1.25,1,3,1
660287,009,54150,SuppChain,0,0,0,1,0,0,0,0,0,Supervisor,0,1,0,0,0,0,0,0,1,0,WHITE,0,0,0,5.6,5 up to 8,0,1,0,0,34,0,2.083333333,3,3,1
660397,007,51168,Mfg,0,0,0,0,0,0,0,0,0,Non Managerial,0,0,0,0,0,0,0,0,1,0,WHITE,0,0,0,5.6,5 up to 8,0,1,0,0,40,0,5.166666667,1,3,1
660438,013,129550,Mfg,0,0,0,0,0,0,0,0,0,Director,0,0,0,0,0,1,0,0,1,0,WHITE,0,0,0,5.6,5 up to 8,0,1,0,0,46,1,2.083333333,7,3,1
660463,011,87948,Fin & Acct,0,0,0,0,1,0,0,0,0,Manager,0,0,0,1,0,0,0,0,0,0,ASIAN,1,0,0,5.5,5 up to 8,0,1,0,0,37,0,0.833333333,5,3,1
